GEMS Station Number;Sample Date;Sample Time;Depth;Parameter Code;Analysis Method Code;Value Flags;Value;Unit;Data Quality;Status
KEN00005;1982-08-21;12:00;0.3;F-Dis;F-ISE;;0.15;mg/l;Fair;
KEN00005;1982-08-21;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;20.0;mg/l;Fair;
KEN00005;1982-08-21;12:00;0.3;pH;pH-POT-25;;7.0;---;Fair;
KEN00005;1982-08-21;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;2.3;mg/l;Fair;
KEN00005;1982-08-21;12:00;0.3;SO4-Dis;SO4-TURB;;4.5;mg/l;Fair;
KEN00005;1982-08-21;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;8.0;mg/l;Fair;
KEN00005;1982-08-21;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;3.5;mg/l;Fair;
KEN00005;1982-08-21;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.3;mg/l;Fair;
KEN00005;1982-08-21;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;3.2;mg/l;Fair;
KEN00005;1982-08-21;12:00;0.3;Q-Inst;W-Q-GAUGE;;1.55;m³/s;Fair;
KEN00005;1982-10-13;12:00;0.3;Q-Inst;W-Q-GAUGE;;3.37;m³/s;Fair;
KEN00005;1982-10-13;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;2.4;mg/l;Fair;
KEN00005;1982-10-13;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.3;mg/l;Fair;
KEN00005;1982-10-13;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;4.0;mg/l;Fair;
KEN00005;1982-10-13;12:00;0.3;SO4-Dis;SO4-TURB;;8.0;mg/l;Fair;
KEN00005;1982-10-13;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;3.1;mg/l;Fair;
KEN00005;1982-10-13;12:00;0.3;pH;pH-POT-25;;7.3;---;Fair;
KEN00005;1982-10-13;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;46.0;mg/l;Fair;
KEN00005;1982-10-13;12:00;0.3;TEMP;TEMP-THERMISTOR;;20.0;°C;Fair;
KEN00005;1982-10-13;12:00;0.3;EC;EC-CND-Pt;;112.0;µS/cm;Fair;
KEN00005;1982-12-21;12:00;0.3;Q-Inst;W-Q-GAUGE;;3.05;m³/s;Fair;
KEN00005;1982-12-21;12:00;0.3;Se-Tot;Se-AAS-HYD-PS;;0.6;mg/l;Fair;
KEN00005;1982-12-21;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;1.2;mg/l;Fair;
KEN00005;1982-12-21;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;3.0;mg/l;Fair;
KEN00005;1982-12-21;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;5.0;mg/l;Fair;
KEN00005;1982-12-21;12:00;0.3;SO4-Dis;SO4-TURB;;1.0;mg/l;Fair;
KEN00005;1982-12-21;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;2.2;mg/l;Fair;
KEN00005;1982-12-21;12:00;0.3;Na-Dis;FAAS-AAc-D;;11.0;mg/l;Fair;
KEN00005;1982-12-21;12:00;0.3;pH;pH-POT-25;;7.2;---;Fair;
KEN00005;1982-12-21;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;24.0;mg/l;Fair;
KEN00005;1982-12-21;12:00;0.3;F-Dis;F-ISE;;0.2;mg/l;Fair;
KEN00005;1982-12-21;12:00;0.3;TEMP;TEMP-THERMISTOR;;19.5;°C;Fair;
KEN00005;1982-12-21;12:00;0.3;EC;EC-CND-Pt;;72.0;µS/cm;Fair;
KEN00005;1983-01-27;12:00;0.3;Q-Inst;W-Q-GAUGE;;1.93;m³/s;Fair;
KEN00005;1983-01-27;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;1.3;mg/l;Fair;
KEN00005;1983-01-27;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.1;mg/l;Fair;
KEN00005;1983-01-27;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;4.0;mg/l;Fair;
KEN00005;1983-01-27;12:00;0.3;SO4-Dis;SO4-TURB;;2.0;mg/l;Fair;
KEN00005;1983-01-27;12:00;0.3;TRP;COL-SnCl;;0.3;mg/l;Fair;
KEN00005;1983-01-27;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;3.5;mg/l;Fair;
KEN00005;1983-01-27;12:00;0.3;Na-Dis;FAAS-AAc-D;;19.0;mg/l;Fair;
KEN00005;1983-01-27;12:00;0.3;pH;pH-POT-25;;7.5;---;Fair;
KEN00005;1983-01-27;12:00;0.3;TEMP;TEMP-THERMISTOR;;19.5;°C;Fair;
KEN00005;1983-01-27;12:00;0.3;EC;EC-CND-Pt;;95.0;µS/cm;Fair;
KEN00005;1983-03-18;12:00;0.3;EC;EC-CND-Pt;;180.0;µS/cm;Fair;
KEN00005;1983-03-18;12:00;0.3;TEMP;TEMP-THERMISTOR;;20.5;°C;Fair;
KEN00005;1983-03-18;12:00;0.3;F-Dis;F-ISE;;0.4;mg/l;Fair;
KEN00005;1983-03-18;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;80.0;mg/l;Fair;
KEN00005;1983-03-18;12:00;0.3;pH;pH-POT-25;;7.3;---;Fair;
KEN00005;1983-03-18;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;7.3;mg/l;Fair;
KEN00005;1983-03-18;12:00;0.3;TRP;COL-SnCl;;0.03;mg/l;Fair;
KEN00005;1983-03-18;12:00;0.3;SO4-Dis;SO4-TURB;;8.61;mg/l;Fair;
KEN00005;1983-03-18;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;8.0;mg/l;Fair;
KEN00005;1983-03-18;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;10.0;mg/l;Fair;
KEN00005;1983-03-18;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.002;mg/l;Fair;
KEN00005;1983-03-18;12:00;0.3;Q-Inst;W-Q-GAUGE;;1.41;m³/s;Fair;
KEN00005;1983-04-21;12:00;0.3;Q-Inst;W-Q-GAUGE;;2.79;m³/s;Fair;
KEN00005;1983-04-21;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;0.1;mg/l;Fair;
KEN00005;1983-04-21;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;10.0;mg/l;Fair;
KEN00005;1983-04-21;12:00;0.3;SO4-Dis;SO4-TURB;;4.2;mg/l;Fair;
KEN00005;1983-04-21;12:00;0.3;TRP;COL-SnCl;<;0.01;mg/l;Fair;
KEN00005;1983-04-21;12:00;0.3;pH;pH-POT-25;;7.8;---;Fair;
KEN00005;1983-04-21;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;46.0;mg/l;Fair;
KEN00005;1983-04-21;12:00;0.3;F-Dis;F-ISE;;0.36;mg/l;Fair;
KEN00005;1983-04-21;12:00;0.3;TEMP;TEMP-THERMISTOR;;19.0;°C;Fair;
KEN00005;1983-04-21;12:00;0.3;EC;EC-CND-Pt;;150.0;µS/cm;Fair;
KEN00005;1983-09-15;12:00;0.3;EC;EC-CND-Pt;;110.0;µS/cm;Fair;
KEN00005;1983-09-15;12:00;0.3;TEMP;TEMP-THERMISTOR;;20.0;°C;Fair;
KEN00005;1983-09-15;12:00;0.3;F-Dis;F-ISE;;0.24;mg/l;Fair;
KEN00005;1983-09-15;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;46.0;mg/l;Fair;
KEN00005;1983-09-15;12:00;0.3;pH;pH-POT-25;;7.4;---;Fair;
KEN00005;1983-09-15;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;3.4;mg/l;Fair;
KEN00005;1983-09-15;12:00;0.3;SO4-Dis;SO4-TURB;;1.0;mg/l;Fair;
KEN00005;1983-09-15;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;7.0;mg/l;Fair;
KEN00005;1983-09-15;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;7.2;mg/l;Fair;
KEN00005;1983-09-15;12:00;0.3;Q-Inst;W-Q-GAUGE;;1.35;m³/s;Fair;
KEN00005;1983-09-21;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;8.0;mg/l;Fair;
KEN00005;1983-09-21;12:00;0.3;SO4-Dis;SO4-TURB;;2.8;mg/l;Fair;
KEN00005;1983-09-21;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;2.4;mg/l;Fair;
KEN00005;1983-09-21;12:00;0.3;pH;pH-POT-25;;7.6;---;Fair;
KEN00005;1983-09-21;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;50.0;mg/l;Fair;
KEN00005;1983-09-21;12:00;0.3;F-Dis;F-ISE;;0.27;mg/l;Fair;
KEN00005;1983-09-21;12:00;0.3;TEMP;TEMP-THERMISTOR;;21.0;°C;Fair;
KEN00005;1983-09-21;12:00;0.3;EC;EC-CND-Pt;;101.0;µS/cm;Fair;
KEN00005;1983-09-21;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;8.0;mg/l;Fair;
KEN00005;1983-09-21;12:00;0.3;Q-Inst;W-Q-GAUGE;;1.34;m³/s;Fair;
KEN00005;1983-10-31;12:00;0.3;Q-Inst;W-Q-GAUGE;;1.55;m³/s;Fair;
KEN00005;1983-10-31;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;6.4;mg/l;Fair;
KEN00005;1983-10-31;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;9.0;mg/l;Fair;
KEN00005;1983-10-31;12:00;0.3;SO4-Dis;SO4-TURB;;4.4;mg/l;Fair;
KEN00005;1983-10-31;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;5.4;mg/l;Fair;
KEN00005;1983-10-31;12:00;0.3;pH;pH-POT-25;;7.5;---;Fair;
KEN00005;1983-10-31;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;66.0;mg/l;Fair;
KEN00005;1983-10-31;12:00;0.3;F-Dis;F-ISE;;0.19;mg/l;Fair;
KEN00005;1983-10-31;12:00;0.3;TEMP;TEMP-THERMISTOR;;19.0;°C;Fair;
KEN00005;1983-10-31;12:00;0.3;EC;EC-CND-Pt;;130.0;µS/cm;Fair;
KEN00005;1984-02-03;12:00;0.3;Q-Inst;W-Q-GAUGE;;1.1;m³/s;Fair;
KEN00005;1984-02-03;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;1.2;mg/l;Fair;
KEN00005;1984-02-03;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;<;0.01;mg/l;Fair;
KEN00005;1984-02-03;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;7.2;mg/l;Fair;
KEN00005;1984-02-03;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;11.0;mg/l;Fair;
KEN00005;1984-02-03;12:00;0.3;SO4-Dis;SO4-TURB;;6.9;mg/l;Fair;
KEN00005;1984-02-03;12:00;0.3;TRP;COL-SnCl;;0.01;mg/l;Fair;
KEN00005;1984-02-03;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;2.9;mg/l;Fair;
KEN00005;1984-02-03;12:00;0.3;pH;pH-POT-25;;7.6;---;Fair;
KEN00005;1984-02-03;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;44.0;mg/l;Fair;
KEN00005;1984-02-03;12:00;0.3;F-Dis;F-ISE;;0.1;mg/l;Fair;
KEN00005;1984-02-03;12:00;0.3;TEMP;TEMP-THERMISTOR;;21.0;°C;Fair;
KEN00005;1984-02-03;12:00;0.3;EC;EC-CND-Pt;;160.0;µS/cm;Fair;
KEN00005;1984-04-10;12:00;0.3;EC;EC-CND-Pt;;230.0;µS/cm;Fair;
KEN00005;1984-04-10;12:00;0.3;TEMP;TEMP-THERMISTOR;;21.0;°C;Fair;
KEN00005;1984-04-10;12:00;0.3;F-Dis;F-ISE;;0.1;mg/l;Fair;
KEN00005;1984-04-10;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;56.0;mg/l;Fair;
KEN00005;1984-04-10;12:00;0.3;pH;pH-POT-25;;7.8;---;Fair;
KEN00005;1984-04-10;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;2.4;mg/l;Fair;
KEN00005;1984-04-10;12:00;0.3;TRP;COL-SnCl;;0.04;mg/l;Fair;
KEN00005;1984-04-10;12:00;0.3;SO4-Dis;SO4-TURB;;17.0;mg/l;Fair;
KEN00005;1984-04-10;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;18.0;mg/l;Fair;
KEN00005;1984-04-10;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;5.6;mg/l;Fair;
KEN00005;1984-04-10;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;0.09;mg/l;Fair;
KEN00005;1984-04-10;12:00;0.3;Q-Inst;W-Q-GAUGE;;1.29;m³/s;Fair;
KEN00005;1984-08-31;12:00;0.3;EC;EC-CND-Pt;;270.0;µS/cm;Fair;
KEN00005;1984-08-31;12:00;0.3;TEMP;TEMP-THERMISTOR;;20.5;°C;Fair;
KEN00005;1984-08-31;12:00;0.3;F-Dis;F-ISE;;0.5;mg/l;Fair;
KEN00005;1984-08-31;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;80.0;mg/l;Fair;
KEN00005;1984-08-31;12:00;0.3;pH;pH-POT-25;;7.6;---;Fair;
KEN00005;1984-08-31;12:00;0.3;Na-Dis;FAAS-AAc-D;;42.0;mg/l;Fair;
KEN00005;1984-08-31;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;4.4;mg/l;Fair;
KEN00005;1984-08-31;12:00;0.3;SO4-Dis;SO4-TURB;;23.0;mg/l;Fair;
KEN00005;1984-08-31;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;22.0;mg/l;Fair;
KEN00005;1984-08-31;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;7.4;mg/l;Fair;
KEN00005;1984-08-31;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.1;mg/l;Fair;
KEN00005;1984-08-31;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;1.4;mg/l;Fair;
KEN00005;1984-08-31;12:00;0.3;Q-Inst;W-Q-GAUGE;;2.96;m³/s;Fair;
KEN00005;1985-07-19;12:00;0.3;Q-Inst;W-Q-GAUGE;;2.08;m³/s;Fair;
KEN00005;1985-07-19;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;0.1;mg/l;Fair;
KEN00005;1985-07-19;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.1;mg/l;Fair;
KEN00005;1985-07-19;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;7.8;mg/l;Fair;
KEN00005;1985-07-19;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;10.0;mg/l;Fair;
KEN00005;1985-07-19;12:00;0.3;SO4-Dis;SO4-TURB;;4.9;mg/l;Fair;
KEN00005;1985-07-19;12:00;0.3;TRP;COL-SnCl;<;0.01;mg/l;Fair;
KEN00005;1985-07-19;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;2.8;mg/l;Fair;
KEN00005;1985-07-19;12:00;0.3;Na-Dis;FAAS-AAc-D;;34.0;mg/l;Fair;
KEN00005;1985-07-19;12:00;0.3;pH;pH-POT-25;;8.1;---;Fair;
KEN00005;1985-07-19;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;34.0;mg/l;Fair;
KEN00005;1985-07-19;12:00;0.3;F-Dis;F-ISE;;0.3;mg/l;Fair;
KEN00005;1985-07-19;12:00;0.3;TEMP;TEMP-THERMISTOR;;21.5;°C;Fair;
KEN00005;1985-07-19;12:00;0.3;EC;EC-CND-Pt;;125.0;µS/cm;Fair;
KEN00005;1985-10-30;12:00;0.3;Q-Inst;W-Q-GAUGE;;1.76;m³/s;Fair;
KEN00005;1985-10-30;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;0.13;mg/l;Fair;
KEN00005;1985-10-30;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.01;mg/l;Fair;
KEN00005;1985-10-30;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;13.0;mg/l;Fair;
KEN00005;1985-10-30;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;7.0;mg/l;Fair;
KEN00005;1985-10-30;12:00;0.3;TRP;COL-SnCl;;0.02;mg/l;Fair;
KEN00005;1985-10-30;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;11.0;mg/l;Fair;
KEN00005;1985-10-30;12:00;0.3;TSS;TSS-G;;4.5;mg/l;Fair;
KEN00005;1985-10-30;12:00;0.3;pH;pH-POT-25;;7.4;---;Fair;
KEN00005;1985-10-30;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;38.0;mg/l;Fair;
KEN00005;1985-10-30;12:00;0.3;F-Dis;F-ISE;;0.15;mg/l;Fair;
KEN00005;1985-10-30;12:00;0.3;TEMP;TEMP-THERMISTOR;;19.0;°C;Fair;
KEN00005;1985-10-30;12:00;0.3;EC;EC-CND-Pt;;120.0;µS/cm;Fair;
KEN00005;1986-04-21;12:00;0.3;EC;EC-CND-Pt;;165.0;µS/cm;Fair;
KEN00005;1986-04-21;12:00;0.3;TEMP;TEMP-THERMISTOR;;21.5;°C;Fair;
KEN00005;1986-04-21;12:00;0.3;NO3N;COL-BRU;;0.05;mg/l;Fair;
KEN00005;1986-04-21;12:00;0.3;BOD;BOD-T-COL-AZD;<;1.0;mg/l;Fair;
KEN00005;1986-04-21;12:00;0.3;COD;T-COL-K2CrO7;;20.0;mg/l;Fair;
KEN00005;1986-04-21;12:00;0.3;F-Dis;F-ISE;;0.68;mg/l;Fair;
KEN00005;1986-04-21;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;34.0;mg/l;Fair;
KEN00005;1986-04-21;12:00;0.3;pH;pH-POT-25;;7.6;---;Fair;
KEN00005;1986-04-21;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;16.0;mg/l;Fair;
KEN00005;1986-04-21;12:00;0.3;Q-Inst;W-Q-GAUGE;;1.57;m³/s;Fair;
KEN00005;1986-06-09;12:00;0.3;Q-Inst;W-Q-GAUGE;;3.93;m³/s;Fair;
KEN00005;1986-06-09;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;5.2;mg/l;Fair;
KEN00005;1986-06-09;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.28;mg/l;Fair;
KEN00005;1986-06-09;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;0.2;mg/l;Fair;
KEN00005;1986-06-09;12:00;0.3;K-Dis;FPD;;1.1;mg/l;Fair;
KEN00005;1986-06-09;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;10.0;mg/l;Fair;
KEN00005;1986-06-09;12:00;0.3;SO4-Dis;SO4-TURB;;2.9;mg/l;Fair;
KEN00005;1986-06-09;12:00;0.3;TRP;COL-SnCl;;0.1;mg/l;Fair;
KEN00005;1986-06-09;12:00;0.3;SiO2-Rea;COL-HB;;11.0;mg/l;Fair;
KEN00005;1986-06-09;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;1.1;mg/l;Fair;
KEN00005;1986-06-09;12:00;0.3;Na-Dis;FAAS-AAc-D;;7.0;mg/l;Fair;
KEN00005;1986-06-09;12:00;0.3;pH;pH-POT-25;;6.2;---;Fair;
KEN00005;1986-06-09;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;26.0;mg/l;Fair;
KEN00005;1986-06-09;12:00;0.3;F-Dis;F-ISE;;0.3;mg/l;Fair;
KEN00005;1986-06-09;12:00;0.3;NO3N;COL-BRU;;0.03;mg/l;Fair;
KEN00005;1986-06-09;12:00;0.3;NO2N;COL-AZO;;0.01;mg/l;Fair;
KEN00005;1986-06-09;12:00;0.3;TEMP;TEMP-THERMISTOR;;18.0;°C;Fair;
KEN00005;1986-06-09;12:00;0.3;EC;EC-CND-Pt;;64.0;µS/cm;Fair;
KEN00005;1986-09-11;12:00;0.3;EC;EC-CND-Pt;;180.0;µS/cm;Fair;
KEN00005;1986-09-11;12:00;0.3;TEMP;TEMP-THERMISTOR;;20.0;°C;Fair;
KEN00005;1986-09-11;12:00;0.3;NO2N;COL-AZO;;0.13;mg/l;Fair;
KEN00005;1986-09-11;12:00;0.3;NO3N;COL-BRU;;0.91;mg/l;Fair;
KEN00005;1986-09-11;12:00;0.3;O2-Dis;O2-ISE;;10.6;mg/l;Fair;
KEN00005;1986-09-11;12:00;0.3;BOD;BOD-T-COL-AZD;;2.0;mg/l;Fair;
KEN00005;1986-09-11;12:00;0.3;COD;T-COL-K2CrO7;;12.0;mg/l;Fair;
KEN00005;1986-09-11;12:00;0.3;F-Dis;F-ISE;;0.34;mg/l;Fair;
KEN00005;1986-09-11;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;186.0;mg/l;Fair;
KEN00005;1986-09-11;12:00;0.3;pH;pH-POT-25;;7.2;---;Fair;
KEN00005;1986-09-11;12:00;0.3;Na-Dis;FAAS-AAc-D;;24.0;mg/l;Fair;
KEN00005;1986-09-11;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;3.9;mg/l;Fair;
KEN00005;1986-09-11;12:00;0.3;TRP;COL-SnCl;;0.03;mg/l;Fair;
KEN00005;1986-09-11;12:00;0.3;SO4-Dis;SO4-TURB;;10.6;mg/l;Fair;
KEN00005;1986-09-11;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;12.0;mg/l;Fair;
KEN00005;1986-09-11;12:00;0.3;K-Dis;FPD;;2.5;mg/l;Fair;
KEN00005;1986-09-11;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;4.9;mg/l;Fair;
KEN00005;1986-09-11;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.13;mg/l;Fair;
KEN00005;1986-09-11;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;0.7;mg/l;Fair;
KEN00005;1986-09-11;12:00;0.3;Q-Inst;W-Q-GAUGE;;2.0272;m³/s;Fair;
KEN00005;1986-10-13;12:00;0.3;EC;EC-CND-Pt;;230.0;µS/cm;Fair;
KEN00005;1986-10-13;12:00;0.3;TEMP;TEMP-THERMISTOR;;21.0;°C;Fair;
KEN00005;1986-10-13;12:00;0.3;NO2N;COL-AZO;;0.08;mg/l;Fair;
KEN00005;1986-10-13;12:00;0.3;NO3N;COL-BRU;;1.64;mg/l;Fair;
KEN00005;1986-10-13;12:00;0.3;BOD;BOD-T-COL-AZD;;1.6;mg/l;Fair;
KEN00005;1986-10-13;12:00;0.3;COD;T-COL-K2CrO7;;8.0;mg/l;Fair;
KEN00005;1986-10-13;12:00;0.3;F-Dis;F-ISE;;0.31;mg/l;Fair;
KEN00005;1986-10-13;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;64.0;mg/l;Fair;
KEN00005;1986-10-13;12:00;0.3;pH;pH-POT-25;;7.2;---;Fair;
KEN00005;1986-10-13;12:00;0.3;Na-Dis;FAAS-AAc-D;;30.0;mg/l;Fair;
KEN00005;1986-10-13;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;3.8;mg/l;Fair;
KEN00005;1986-10-13;12:00;0.3;TRP;COL-SnCl;;0.02;mg/l;Fair;
KEN00005;1986-10-13;12:00;0.3;SO4-Dis;SO4-TURB;;17.0;mg/l;Fair;
KEN00005;1986-10-13;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;17.0;mg/l;Fair;
KEN00005;1986-10-13;12:00;0.3;K-Dis;FPD;;3.0;mg/l;Fair;
KEN00005;1986-10-13;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;8.5;mg/l;Fair;
KEN00005;1986-10-13;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.13;mg/l;Fair;
KEN00005;1986-10-13;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;0.6;mg/l;Fair;
KEN00005;1986-10-13;12:00;0.3;Q-Inst;W-Q-GAUGE;;1.38;m³/s;Fair;
KEN00005;1987-01-30;12:00;0.3;Q-Inst;W-Q-GAUGE;;1.35;m³/s;Fair;
KEN00005;1987-01-30;12:00;0.3;Pb-Tot;FAAS-AAc-D-NA;<;0.1;mg/l;Fair;
KEN00005;1987-01-30;12:00;0.3;Cd-Tot;FAAS-AAc-D;<;0.1;mg/l;Fair;
KEN00005;1987-01-30;12:00;0.3;Zn-Tot;FAAS-APr-D-NA;;0.1;mg/l;Fair;
KEN00005;1987-01-30;12:00;0.3;Cu-Tot;FAAS-APr-D-NA;<;0.1;mg/l;Fair;
KEN00005;1987-01-30;12:00;0.3;Cr-Tot;FAAS-AAc-D-NA;<;0.1;mg/l;Fair;
KEN00005;1987-01-30;12:00;0.3;COD;T-COL-K2CrO7;;20.0;mg/l;Fair;
KEN00005;1987-01-30;12:00;0.3;BOD;BOD-T-COL-AZD;<;5.0;mg/l;Fair;
KEN00005;1987-01-30;12:00;0.3;O2-Dis;O2-ISE;;8.8;mg/l;Fair;
KEN00005;1987-01-30;12:00;0.3;TEMP;TEMP-THERMISTOR;;21.0;°C;Fair;
KEN00005;1987-02-03;12:00;0.3;EC;EC-CND-Pt;;195.0;µS/cm;Fair;
KEN00005;1987-02-03;12:00;0.3;TEMP;TEMP-THERMISTOR;;22.0;°C;Fair;
KEN00005;1987-02-03;12:00;0.3;NO2N;COL-AZO;;0.2;mg/l;Fair;
KEN00005;1987-02-03;12:00;0.3;NO3N;COL-BRU;;0.4;mg/l;Fair;
KEN00005;1987-02-03;12:00;0.3;O2-Dis;O2-ISE;;8.8;mg/l;Fair;
KEN00005;1987-02-03;12:00;0.3;BOD;BOD-T-COL-AZD;<;5.0;mg/l;Fair;
KEN00005;1987-02-03;12:00;0.3;COD;T-COL-K2CrO7;;20.0;mg/l;Fair;
KEN00005;1987-02-03;12:00;0.3;F-Dis;F-ISE;;0.35;mg/l;Fair;
KEN00005;1987-02-03;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;44.0;mg/l;Fair;
KEN00005;1987-02-03;12:00;0.3;pH;pH-POT-25;;7.0;---;Fair;
KEN00005;1987-02-03;12:00;0.3;Na-Dis;FAAS-AAc-D;;22.0;mg/l;Fair;
KEN00005;1987-02-03;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;3.0;mg/l;Fair;
KEN00005;1987-02-03;12:00;0.3;SiO2-Rea;COL-HB;;15.5;mg/l;Fair;
KEN00005;1987-02-03;12:00;0.3;TRP;COL-SnCl;;0.24;mg/l;Fair;
KEN00005;1987-02-03;12:00;0.3;SO4-Dis;SO4-TURB;;12.0;mg/l;Fair;
KEN00005;1987-02-03;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;13.0;mg/l;Fair;
KEN00005;1987-02-03;12:00;0.3;K-Dis;FPD;;3.0;mg/l;Fair;
KEN00005;1987-02-03;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;3.5;mg/l;Fair;
KEN00005;1987-02-03;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.13;mg/l;Fair;
KEN00005;1987-02-03;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;1.8;mg/l;Fair;
KEN00005;1987-02-03;12:00;0.3;Cu-Tot;FAAS-APr-D-NA;;0.1;mg/l;Fair;
KEN00005;1987-02-03;12:00;0.3;Q-Inst;W-Q-GAUGE;;1.35;m³/s;Fair;
KEN00005;1987-04-15;12:00;0.3;Q-Inst;W-Q-GAUGE;;1.38;m³/s;Fair;
