GEMS Station Number;Sample Date;Sample Time;Depth;Parameter Code;Analysis Method Code;Value Flags;Value;Unit;Data Quality;Status
KEN00010;1981-02-27;12:00;0.3;TEMP;TEMP-THERMISTOR;;21.0;°C;Fair;
KEN00010;1981-02-27;12:00;0.3;EC;EC-CND-Pt;;260.0;µS/cm;Fair;
KEN00010;1982-05-13;12:00;0.3;Q-Inst;W-Q-GAUGE;;127.0;m³/s;Fair;
KEN00010;1982-05-13;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;5.9;mg/l;Fair;
KEN00010;1982-05-13;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.1;mg/l;Fair;
KEN00010;1982-05-13;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;13.0;mg/l;Fair;
KEN00010;1982-05-13;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;7.0;mg/l;Fair;
KEN00010;1982-05-13;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;4.1;mg/l;Fair;
KEN00010;1982-05-13;12:00;0.3;pH;pH-POT-25;;7.3;---;Fair;
KEN00010;1982-05-13;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;48.0;mg/l;Fair;
KEN00010;1982-05-13;12:00;0.3;F-Dis;F-ISE;;0.26;mg/l;Fair;
KEN00010;1982-05-13;12:00;0.3;TEMP;TEMP-THERMISTOR;;21.0;°C;Fair;
KEN00010;1982-05-13;12:00;0.3;EC;EC-CND-Pt;;140.0;µS/cm;Fair;
KEN00010;1983-02-14;12:00;0.3;Q-Inst;W-Q-GAUGE;;27.473;m³/s;Fair;
KEN00010;1983-02-14;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;9.6;mg/l;Fair;
KEN00010;1983-02-14;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;7.0;mg/l;Fair;
KEN00010;1983-02-14;12:00;0.3;SO4-Dis;SO4-TURB;;1.6;mg/l;Fair;
KEN00010;1983-02-14;12:00;0.3;TRP;COL-SnCl;;0.05;mg/l;Fair;
KEN00010;1983-02-14;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;8.2;mg/l;Fair;
KEN00010;1983-02-14;12:00;0.3;pH;pH-POT-25;;7.4;---;Fair;
KEN00010;1983-02-14;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;65.0;mg/l;Fair;
KEN00010;1983-02-14;12:00;0.3;F-Dis;F-ISE;;0.2;mg/l;Fair;
KEN00010;1983-02-14;12:00;0.3;TEMP;TEMP-THERMISTOR;;21.0;°C;Fair;
KEN00010;1983-02-14;12:00;0.3;EC;EC-CND-Pt;;148.0;µS/cm;Fair;
KEN00010;1983-07-29;12:00;0.3;Q-Inst;W-Q-GAUGE;;94.51;m³/s;Fair;
KEN00010;1983-07-29;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;6.4;mg/l;Fair;
KEN00010;1983-07-29;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;2.0;mg/l;Fair;
KEN00010;1983-07-29;12:00;0.3;SO4-Dis;SO4-TURB;<;0.01;mg/l;Fair;
KEN00010;1983-07-29;12:00;0.3;TRP;COL-SnCl;;0.03;mg/l;Fair;
KEN00010;1983-07-29;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;1.5;mg/l;Fair;
KEN00010;1983-07-29;12:00;0.3;pH;pH-POT-25;;7.6;---;Fair;
KEN00010;1983-07-29;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;38.0;mg/l;Fair;
KEN00010;1983-07-29;12:00;0.3;F-Dis;F-ISE;;0.17;mg/l;Fair;
KEN00010;1983-07-29;12:00;0.3;TEMP;TEMP-THERMISTOR;;22.0;°C;Fair;
KEN00010;1983-07-29;12:00;0.3;EC;EC-CND-Pt;;110.0;µS/cm;Fair;
KEN00010;1984-02-07;12:00;0.3;EC;EC-CND-Pt;;170.0;µS/cm;Fair;
KEN00010;1984-02-07;12:00;0.3;TEMP;TEMP-THERMISTOR;;20.0;°C;Fair;
KEN00010;1984-02-07;12:00;0.3;F-Dis;F-ISE;;0.3;mg/l;Fair;
KEN00010;1984-02-07;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;68.0;mg/l;Fair;
KEN00010;1984-02-07;12:00;0.3;pH;pH-POT-25;;7.5;---;Fair;
KEN00010;1984-02-07;12:00;0.3;Na-Dis;FAAS-AAc-D;;6.0;mg/l;Fair;
KEN00010;1984-02-07;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;4.4;mg/l;Fair;
KEN00010;1984-02-07;12:00;0.3;TRP;COL-SnCl;;0.04;mg/l;Fair;
KEN00010;1984-02-07;12:00;0.3;SO4-Dis;SO4-TURB;;2.5;mg/l;Fair;
KEN00010;1984-02-07;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;11.0;mg/l;Fair;
KEN00010;1984-02-07;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;12.8;mg/l;Fair;
KEN00010;1984-02-07;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.01;mg/l;Fair;
KEN00010;1984-02-07;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;1.8;mg/l;Fair;
KEN00010;1984-02-07;12:00;0.3;Q-Inst;W-Q-GAUGE;;18.086;m³/s;Fair;
KEN00010;1984-10-03;12:00;0.0;Fe-Tot;FAAS-AAc-D-NA;;0.04;mg/l;Fair;
KEN00010;1984-10-03;12:00;0.0;Mn-Tot;FAAS-AAc-D-NA;;0.7;mg/l;Fair;
KEN00010;1984-10-03;12:00;0.0;Cl-Dis;T-COL-Hg-NO3-2;;6.0;mg/l;Fair;
KEN00010;1984-10-03;12:00;0.0;pH;pH-POT-25;;7.3;---;Fair;
KEN00010;1984-10-03;12:00;0.0;Alk-Tot;Alk-T-POT-TE-Auto;;66.0;mg/l;Fair;
KEN00010;1984-10-03;12:00;0.0;NH3N;COL-PHE-APHA1976;;0.6;mg/l;Fair;
KEN00010;1984-10-03;12:00;0.0;NO3N;COL-BRU;;6.0;mg/l;Fair;
KEN00010;1984-10-03;12:00;0.0;EC;EC-CND-Pt;;130.0;µS/cm;Fair;
KEN00010;1985-06-11;12:00;0.3;EC;EC-CND-Pt;;110.0;µS/cm;Fair;
KEN00010;1985-06-11;12:00;0.3;TEMP;TEMP-THERMISTOR;;22.0;°C;Fair;
KEN00010;1985-06-11;12:00;0.3;F-Dis;F-ISE;;0.7;mg/l;Fair;
KEN00010;1985-06-11;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;50.0;mg/l;Fair;
KEN00010;1985-06-11;12:00;0.3;pH;pH-POT-25;;7.0;---;Fair;
KEN00010;1985-06-11;12:00;0.3;Na-Dis;FAAS-AAc-D;;30.0;mg/l;Fair;
KEN00010;1985-06-11;12:00;0.3;Mg-Dis;T-COL-EDTA-EBT;;4.0;mg/l;Fair;
KEN00010;1985-06-11;12:00;0.3;SO4-Dis;SO4-TURB;<;0.3;mg/l;Fair;
KEN00010;1985-06-11;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;6.0;mg/l;Fair;
KEN00010;1985-06-11;12:00;0.3;K-Dis;FPD;;1.2;mg/l;Fair;
KEN00010;1985-06-11;12:00;0.3;Ca-Dis;T-COL-EDTA-HNB;;4.0;mg/l;Fair;
KEN00010;1985-06-11;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.3;mg/l;Fair;
KEN00010;1985-06-11;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;8.3;mg/l;Fair;
KEN00010;1985-06-11;12:00;0.3;Q-Inst;W-Q-GAUGE;;65.531;m³/s;Fair;
KEN00010;1985-08-21;15:15;0.0;EC;EC-CND-Pt;;112.0;µS/cm;Fair;
KEN00010;1985-08-21;15:15;0.0;NO3N;COL-BRU;;2.4;mg/l;Fair;
KEN00010;1985-08-21;15:15;0.0;NH3N;COL-PHE-APHA1976;;0.52;mg/l;Fair;
KEN00010;1985-08-21;15:15;0.0;O2-Dis;O2-ISE;;7.4;mg/l;Fair;
KEN00010;1985-08-21;15:15;0.0;Alk-Tot;Alk-T-POT-TE-Auto;;45.0;mg/l;Fair;
KEN00010;1985-08-21;15:15;0.0;pH;pH-POT-25;;7.2;---;Fair;
KEN00010;1985-08-21;15:15;0.0;Cl-Dis;T-COL-Hg-NO3-2;;1.9;mg/l;Fair;
KEN00010;1985-08-21;15:15;0.0;Mn-Tot;FAAS-AAc-D-NA;;0.22;mg/l;Fair;
KEN00010;1985-08-21;15:15;0.0;Fe-Tot;FAAS-AAc-D-NA;;1.6;mg/l;Fair;
KEN00011;1984-03-22;10:45;0.0;EC;EC-CND-Pt;;140.0;µS/cm;Fair;
KEN00011;1984-11-26;13:20;0.0;Cl-Dis;T-COL-Hg-NO3-2;;4.6;mg/l;Fair;
KEN00011;1984-11-26;13:20;0.0;pH;pH-POT-25;;6.9;---;Fair;
KEN00011;1984-11-26;13:20;0.0;Alk-Tot;Alk-T-POT-TE-Auto;;32.0;mg/l;Fair;
KEN00011;1984-11-26;13:20;0.0;EC;EC-CND-Pt;;82.0;µS/cm;Fair;
KEN00011;1984-11-26;13:45;0.0;EC;EC-CND-Pt;;84.0;µS/cm;Fair;
KEN00011;1984-11-26;13:45;0.0;Alk-Tot;Alk-T-POT-TE-Auto;;36.0;mg/l;Fair;
KEN00011;1984-11-26;13:45;0.0;pH;pH-POT-25;;7.1;---;Fair;
KEN00011;1984-11-26;13:45;0.0;Cl-Dis;T-COL-Hg-NO3-2;;5.2;mg/l;Fair;
KEN00011;1985-05-29;12:00;0.0;pH;pH-POT-25;;7.2;---;Fair;
KEN00011;1985-05-29;12:00;0.0;Alk-Tot;Alk-T-POT-TE-Auto;;102.0;mg/l;Fair;
KEN00011;1985-05-29;12:00;0.0;O2-Dis;O2-ISE;;6.9;mg/l;Fair;
KEN00011;1985-05-29;12:00;0.0;EC;EC-CND-Pt;;94.5;µS/cm;Fair;
KEN00011;1985-08-29;05:04;0.0;Alk-Tot;Alk-T-POT-TE-Auto;;39.0;mg/l;Fair;
KEN00011;1985-08-29;05:04;0.0;O2-Dis;O2-ISE;;7.25;mg/l;Fair;
KEN00011;1985-08-29;05:04;0.0;EC;EC-CND-Pt;;85.6;µS/cm;Fair;
KEN00011;1987-02-10;12:00;0.3;Q-Inst;W-Q-GAUGE;;15.66;m³/s;Fair;
KEN00011;1987-02-10;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;0.12;mg/l;Fair;
KEN00011;1987-02-10;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.2;mg/l;Fair;
KEN00011;1987-02-10;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;4.0;mg/l;Fair;
KEN00011;1987-02-10;12:00;0.3;TRP;COL-SnCl;;0.44;mg/l;Fair;
KEN00011;1987-02-10;12:00;0.3;pH;pH-POT-25;;7.4;---;Fair;
KEN00011;1987-02-10;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;42.0;mg/l;Fair;
KEN00011;1987-02-10;12:00;0.3;F-Dis;F-ISE;;0.15;mg/l;Fair;
KEN00011;1987-02-10;12:00;0.3;O2-Dis;O2-ISE;;8.2;mg/l;Fair;
KEN00011;1987-02-10;12:00;0.3;NO3N;COL-BRU;;2.5;mg/l;Fair;
KEN00011;1987-02-10;12:00;0.3;NO2N;COL-AZO;;0.025;mg/l;Fair;
KEN00011;1987-02-10;12:00;0.3;TEMP;TEMP-THERMISTOR;;23.0;°C;Fair;
KEN00011;1987-02-10;12:00;0.3;EC;EC-CND-Pt;;100.0;µS/cm;Fair;
KEN00011;1987-05-09;12:00;0.3;EC;EC-CND-Pt;;80.0;µS/cm;Fair;
KEN00011;1987-05-09;12:00;0.3;NO2N;COL-AZO;;0.11;mg/l;Fair;
KEN00011;1987-05-09;12:00;0.3;NO3N;COL-BRU;;2.5;mg/l;Fair;
KEN00011;1987-05-09;12:00;0.3;F-Dis;F-ISE;;0.39;mg/l;Fair;
KEN00011;1987-05-09;12:00;0.3;Alk-Tot;Alk-T-POT-TE-Auto;;46.0;mg/l;Fair;
KEN00011;1987-05-09;12:00;0.3;pH;pH-POT-25;;6.9;---;Fair;
KEN00011;1987-05-09;12:00;0.3;TRP;COL-SnCl;;0.23;mg/l;Fair;
KEN00011;1987-05-09;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;4.0;mg/l;Fair;
KEN00011;1987-05-09;12:00;0.3;Fe-Tot;FAAS-AAc-D-NA;;0.1;mg/l;Fair;
KEN00011;1987-05-09;12:00;0.3;Q-Inst;W-Q-GAUGE;;210.95;m³/s;Fair;
KEN00011;1987-10-01;12:00;0.3;Mn-Tot;FAAS-AAc-D-NA;;0.2;mg/l;Fair;
KEN00011;1987-10-01;12:00;0.3;Cl-Dis;T-COL-Hg-NO3-2;;5.0;mg/l;Fair;
KEN00011;1987-10-01;12:00;0.3;TRP;COL-SnCl;;0.4;mg/l;Fair;
KEN00011;1987-10-01;12:00;0.3;pH;pH-POT-25;;7.0;---;Fair;
KEN00011;1987-10-01;12:00;0.3;Alk-Tot;Alk-T-D1067-B;;38.0;mg/l;Fair;
KEN00011;1987-10-01;12:00;0.3;NO3N;COL-BRU;;6.5;mg/l;Fair;
KEN00011;1987-10-01;12:00;0.3;NO2N;COL-AZO;;0.15;mg/l;Fair;
KEN00011;1987-10-01;12:00;0.3;EC;EC-CND-Pt;;70.0;µS/cm;Fair;
KEN00012;2011-07-01;00:00;;TDS;TDS-G-105;;49.0;mg/l;Fair;
KEN00012;2011-07-01;00:00;;TURB;NEPH;;707.0;NTU;Fair;
KEN00012;2013-07-01;00:00;;EC;EC-CND-FLD;;98.0;µS/cm;Fair;
KEN00012;2013-07-01;00:00;;TSS;TSS-G;;462.0;mg/l;Fair;
KEN00012;2013-07-01;00:00;;TEMP;0;;15.23;°C;Fair;
KEN00012;2013-05-04;00:00;;EC;EC-CND-FLD;;168.0;µS/cm;Fair;
KEN00012;2013-05-04;00:00;;TSS;TSS-G;;5.3;mg/l;Fair;
KEN00012;2013-05-04;00:00;;TURB;NEPH;;24.0;NTU;Fair;
KEN00012;2013-05-04;00:00;;O2-Dis;O2-ISE;;6.83;mg/l;Fair;
KEN00012;2013-05-04;00:00;;TEMP;0;;20.2;°C;Fair;
KEN00012;2013-05-04;00:00;;TP;COL-AA-PPS;;0.733;mg/l;Fair;
KEN00012;2011-06-25;00:00;;EC;EC-CND-FLD;;93.4;µS/cm;Fair;
KEN00012;2011-06-25;00:00;;TDS;TDS-G-105;;47.0;mg/l;Fair;
KEN00012;2011-06-25;00:00;;TURB;NEPH;;8.0;NTU;Fair;
KEN00012;2011-06-25;00:00;;pH;pH-POT-insitu;;7.49;---;Fair;
KEN00012;2011-06-25;00:00;;O2-Dis;O2-ISE;;6.69;mg/l;Fair;
KEN00012;2011-06-25;00:00;;Q-Inst;0;;0.808;m³/s;Fair;
KEN00012;2011-06-25;00:00;;TEMP;0;;18.5;°C;Fair;
KEN00012;2011-06-25;00:00;;TP;COL-AA-PPS;;0.0785046728972;mg/l;Fair;
KEN00012;2011-01-07;00:00;;pH;pH-POT-insitu;;7.68;---;Fair;
KEN00012;2013-04-05;00:00;;TDS;TDS-G-105;;84.0;mg/l;Fair;
KEN00012;2013-04-05;00:00;;pH;pH-POT-insitu;;7.81;---;Fair;
KEN00012;2015-01-30;00:00;;O2-Dis;O2-ISE;;7.01;mg/l;Fair;
KEN00012;2011-06-26;00:00;;TN;COL-AZO-Cd-PS;;2.44237588652;mg/l;Fair;
KEN00012;2011-06-26;00:00;;TSS;TSS-G;;8.0;mg/l;Fair;
KEN00012;2015-07-01;00:00;;TN;COL-AZO-Cd-PS;;2.182;mg/l;Fair;
KEN00012;2015-07-01;00:00;;Q-Inst;0;;0.196;m³/s;Fair;
KEN00012;2015-07-01;00:00;;TP;COL-AA-PPS;;0.303;mg/l;Fair;
KEN00013;2015-01-29;00:00;;TN;COL-AZO-Cd-PS;;2.236;mg/l;Fair;
KEN00013;2015-01-29;00:00;;EC;EC-CND-FLD;;126.0;µS/cm;Fair;
KEN00013;2015-01-29;00:00;;TDS;TDS-G-105;;63.0;mg/l;Fair;
KEN00013;2015-01-29;00:00;;TSS;TSS-G;;398.0;mg/l;Fair;
KEN00013;2015-01-29;00:00;;TURB;NEPH;;42.4;NTU;Fair;
KEN00013;2015-01-29;00:00;;pH;pH-POT-insitu;;7.98;---;Fair;
KEN00013;2015-01-29;00:00;;O2-Dis;O2-ISE;;8.2;mg/l;Fair;
KEN00013;2015-01-29;00:00;;TEMP;0;;21.24;°C;Fair;
KEN00013;2015-01-29;00:00;;TP;COL-AA-PPS;;0.43;mg/l;Fair;
KEN00013;2011-06-25;00:00;;TN;COL-AZO-Cd-PS;;3.41312056738;mg/l;Fair;
KEN00013;2011-06-25;00:00;;EC;EC-CND-FLD;;129.1;µS/cm;Fair;
KEN00013;2011-06-25;00:00;;TDS;TDS-G-105;;65.0;mg/l;Fair;
KEN00013;2011-06-25;00:00;;TSS;TSS-G;;190.0;mg/l;Fair;
KEN00013;2011-06-25;00:00;;TURB;NEPH;;190.0;NTU;Fair;
KEN00013;2011-06-25;00:00;;pH;pH-POT-insitu;;7.68;---;Fair;
KEN00013;2011-06-25;00:00;;O2-Dis;O2-ISE;;4.5;mg/l;Fair;
KEN00013;2011-06-25;00:00;;TEMP;0;;21.1;°C;Fair;
KEN00013;2011-06-25;00:00;;TP;COL-AA-PPS;;0.357009345794;mg/l;Fair;
KEN00013;2013-02-05;00:00;;TDS;TDS-G-105;;44.0;mg/l;Fair;
KEN00013;2013-02-05;00:00;;pH;pH-POT-insitu;;7.98;---;Fair;
KEN00013;2013-05-02;00:00;;EC;EC-CND-FLD;;87.3;µS/cm;Fair;
KEN00013;2013-05-02;00:00;;TSS;TSS-G;;16.0;mg/l;Fair;
KEN00013;2013-05-02;00:00;;TURB;NEPH;;721.0;NTU;Fair;
KEN00013;2013-05-02;00:00;;O2-Dis;O2-ISE;;7.31;mg/l;Fair;
KEN00013;2013-05-02;00:00;;TEMP;0;;21.8;°C;Fair;
KEN00013;2013-05-02;00:00;;TP;COL-AA-PPS;;1.378;mg/l;Fair;
KEN00014;2013-05-04;00:00;;TSS;TSS-G;;40.3;mg/l;Fair;
KEN00014;2015-01-29;00:00;;TN;COL-AZO-Cd-PS;;0.827;mg/l;Fair;
KEN00014;2015-01-29;00:00;;EC;EC-CND-FLD;;158.0;µS/cm;Fair;
KEN00014;2015-01-29;00:00;;TDS;TDS-G-105;;78.0;mg/l;Fair;
KEN00014;2015-01-29;00:00;;TSS;TSS-G;;984.0;mg/l;Fair;
KEN00014;2015-01-29;00:00;;TURB;NEPH;;82.3;NTU;Fair;
KEN00014;2015-01-29;00:00;;pH;pH-POT-insitu;;7.96;---;Fair;
KEN00014;2015-01-29;00:00;;O2-Dis;O2-ISE;;4.47;mg/l;Fair;
KEN00014;2015-01-29;00:00;;Q-Inst;0;;0.365;m³/s;Fair;
KEN00014;2015-01-29;00:00;;TEMP;0;;19.77;°C;Fair;
KEN00014;2015-01-29;00:00;;TP;COL-AA-PPS;;0.447;mg/l;Fair;
KEN00014;2011-06-25;00:00;;TN;COL-AZO-Cd-PS;;3.20035460993;mg/l;Fair;
KEN00014;2011-06-25;00:00;;EC;EC-CND-FLD;;129.2;µS/cm;Fair;
KEN00014;2011-06-25;00:00;;TDS;TDS-G-105;;64.0;mg/l;Fair;
KEN00014;2011-06-25;00:00;;TSS;TSS-G;;162.0;mg/l;Fair;
KEN00014;2011-06-25;00:00;;TURB;NEPH;;162.0;NTU;Fair;
KEN00014;2011-06-25;00:00;;pH;pH-POT-insitu;;7.48;---;Fair;
KEN00014;2011-06-25;00:00;;O2-Dis;O2-ISE;;6.82;mg/l;Fair;
KEN00014;2011-06-25;00:00;;Q-Inst;0;;0.66;m³/s;Fair;
KEN00014;2011-06-25;00:00;;TEMP;0;;21.2;°C;Fair;
KEN00014;2011-06-25;00:00;;TP;COL-AA-PPS;;0.491588785047;mg/l;Fair;
KEN00014;2013-02-05;00:00;;TDS;TDS-G-105;;68.0;mg/l;Fair;
KEN00014;2013-02-05;00:00;;pH;pH-POT-insitu;;7.75;---;Fair;
KEN00014;2013-05-02;00:00;;EC;EC-CND-FLD;;136.6;µS/cm;Fair;
KEN00014;2013-05-02;00:00;;TURB;NEPH;;1438.0;NTU;Fair;
KEN00014;2013-05-02;00:00;;O2-Dis;O2-ISE;;6.58;mg/l;Fair;
KEN00014;2013-05-02;00:00;;TEMP;0;;21.9;°C;Fair;
KEN00014;2013-05-02;00:00;;TP;COL-AA-PPS;;3.226;mg/l;Fair;
KEN00015;2013-05-02;00:00;;EC;EC-CND-FLD;;73.2;µS/cm;Fair;
KEN00015;2013-05-02;00:00;;TSS;TSS-G;;26.3;mg/l;Fair;
KEN00015;2013-05-02;00:00;;TURB;NEPH;;120.0;NTU;Fair;
KEN00015;2013-05-02;00:00;;O2-Dis;O2-ISE;;7.12;mg/l;Fair;
KEN00015;2013-05-02;00:00;;TEMP;0;;20.0;°C;Fair;
KEN00015;2013-05-02;00:00;;TP;COL-AA-PPS;;0.226;mg/l;Fair;
KEN00015;2013-02-05;00:00;;TDS;TDS-G-105;;36.0;mg/l;Fair;
KEN00015;2013-02-05;00:00;;pH;pH-POT-insitu;;6.87;---;Fair;
KEN00015;2011-06-25;00:00;;TN;COL-AZO-Cd-PS;;3.66134751773;mg/l;Fair;
KEN00015;2011-06-25;00:00;;EC;EC-CND-FLD;;56.0;µS/cm;Fair;
KEN00015;2011-06-25;00:00;;TDS;TDS-G-105;;29.0;mg/l;Fair;
KEN00015;2011-06-25;00:00;;TSS;TSS-G;;922.0;mg/l;Fair;
KEN00015;2011-06-25;00:00;;TURB;NEPH;;922.0;NTU;Fair;
KEN00015;2011-06-25;00:00;;pH;pH-POT-insitu;;6.84;---;Fair;
KEN00015;2011-06-25;00:00;;O2-Dis;O2-ISE;;7.3;mg/l;Fair;
KEN00015;2011-06-25;00:00;;TEMP;0;;18.8;°C;Fair;
KEN00015;2011-06-25;00:00;;TP;COL-AA-PPS;;0.431775700935;mg/l;Fair;
KEN00015;2015-01-29;00:00;;TN;COL-AZO-Cd-PS;;2.813;mg/l;Fair;
KEN00015;2015-01-29;00:00;;TDS;TDS-G-105;;44.0;mg/l;Fair;
KEN00015;2015-01-29;00:00;;TSS;TSS-G;;87.0;mg/l;Fair;
KEN00015;2015-01-29;00:00;;TURB;NEPH;;35.1;NTU;Fair;
KEN00015;2015-01-29;00:00;;pH;pH-POT-insitu;;7.6;---;Fair;
KEN00015;2015-01-29;00:00;;O2-Dis;O2-ISE;;8.4;mg/l;Fair;
KEN00015;2015-01-29;00:00;;Q-Inst;0;;3.2;m³/s;Fair;
KEN00015;2015-01-29;00:00;;TEMP;0;;19.8;°C;Fair;
KEN00015;2015-01-29;00:00;;TP;COL-AA-PPS;;0.52;mg/l;Fair;
KEN00015;2015-01-28;00:00;;EC;EC-CND-FLD;;90.0;µS/cm;Fair;
KEN00016;2015-01-28;00:00;;TN;COL-AZO-Cd-PS;;1.167;mg/l;Fair;
KEN00016;2015-01-28;00:00;;EC;EC-CND-FLD;;126.0;µS/cm;Fair;
KEN00016;2015-01-28;00:00;;TDS;TDS-G-105;;63.0;mg/l;Fair;
KEN00016;2015-01-28;00:00;;TSS;TSS-G;;195.0;mg/l;Fair;
KEN00016;2015-01-28;00:00;;TURB;NEPH;;17.19;NTU;Fair;
KEN00016;2015-01-28;00:00;;pH;pH-POT-insitu;;7.68;---;Fair;
KEN00016;2015-01-28;00:00;;O2-Dis;O2-ISE;;5.14;mg/l;Fair;
KEN00016;2015-01-28;00:00;;Q-Inst;0;;14.23;m³/s;Fair;
KEN00016;2015-01-28;00:00;;TEMP;0;;24.8;°C;Fair;
KEN00016;2015-01-28;00:00;;TP;COL-AA-PPS;;0.662;mg/l;Fair;
KEN00016;2011-06-24;00:00;;TN;COL-AZO-Cd-PS;;2.08333333333;mg/l;Fair;
KEN00016;2011-06-24;00:00;;EC;EC-CND-FLD;;101.2;µS/cm;Fair;
KEN00016;2011-06-24;00:00;;TDS;TDS-G-105;;51.0;mg/l;Fair;
KEN00016;2011-06-24;00:00;;TSS;TSS-G;;149.0;mg/l;Fair;
KEN00016;2011-06-24;00:00;;TURB;NEPH;;149.0;NTU;Fair;
KEN00016;2011-06-24;00:00;;pH;pH-POT-insitu;;7.42;---;Fair;
KEN00016;2011-06-24;00:00;;O2-Dis;O2-ISE;;3.24;mg/l;Fair;
KEN00016;2011-06-24;00:00;;Q-Inst;0;;136.747;m³/s;Fair;
KEN00016;2011-06-24;00:00;;TEMP;0;;22.7;°C;Fair;
KEN00016;2011-06-24;00:00;;TP;COL-AA-PPS;;0.261682242991;mg/l;Fair;
KEN00016;2013-01-05;00:00;;pH;pH-POT-insitu;;8.3;---;Fair;
KEN00016;2013-01-05;00:00;;O2-Dis;O2-ISE;;8.2;mg/l;Fair;
KEN00016;2013-05-01;00:00;;EC;EC-CND-FLD;;126.0;µS/cm;Fair;
KEN00016;2013-05-01;00:00;;TDS;TDS-G-105;;63.0;mg/l;Fair;
KEN00016;2013-05-01;00:00;;TSS;TSS-G;;11.5;mg/l;Fair;
KEN00016;2013-05-01;00:00;;TURB;NEPH;;940.0;NTU;Fair;
KEN00016;2013-05-01;00:00;;TEMP;0;;22.7;°C;Fair;
KEN00016;2013-05-01;00:00;;TP;COL-AA-PPS;;0.933;mg/l;Fair;
KEN00017;2015-01-30;00:00;;TN;COL-AZO-Cd-PS;;0.853;mg/l;Fair;
KEN00017;2015-01-30;00:00;;EC;EC-CND-FLD;;60.0;µS/cm;Fair;
KEN00017;2015-01-30;00:00;;TDS;TDS-G-105;;30.0;mg/l;Fair;
KEN00017;2015-01-30;00:00;;TSS;TSS-G;;21.0;mg/l;Fair;
KEN00017;2015-01-30;00:00;;TURB;NEPH;;65.0;NTU;Fair;
KEN00017;2015-01-30;00:00;;pH;pH-POT-insitu;;7.17;---;Fair;
KEN00017;2015-01-30;00:00;;O2-Dis;O2-ISE;;6.38;mg/l;Fair;
KEN00017;2015-01-30;00:00;;Q-Inst;0;;2.54;m³/s;Fair;
KEN00017;2015-01-30;00:00;;TEMP;0;;16.49;°C;Fair;
KEN00017;2015-01-30;00:00;;TP;COL-AA-PPS;;0.397;mg/l;Fair;
KEN00017;2011-06-26;00:00;;TN;COL-AZO-Cd-PS;;1.05939716312;mg/l;Fair;
KEN00017;2011-06-26;00:00;;EC;EC-CND-FLD;;68.0;µS/cm;Fair;
KEN00017;2011-06-26;00:00;;TDS;TDS-G-105;;34.0;mg/l;Fair;
KEN00017;2011-06-26;00:00;;TSS;TSS-G;;11.0;mg/l;Fair;
KEN00017;2011-06-26;00:00;;TURB;NEPH;;11.0;NTU;Fair;
KEN00017;2011-06-26;00:00;;pH;pH-POT-insitu;;7.15;---;Fair;
KEN00017;2011-06-26;00:00;;O2-Dis;O2-ISE;;7.35;mg/l;Fair;
KEN00017;2011-06-26;00:00;;Q-Inst;0;;12.612;m³/s;Fair;
KEN00017;2011-06-26;00:00;;TEMP;0;;17.2;°C;Fair;
KEN00017;2011-06-26;00:00;;TP;COL-AA-PPS;;0.142056074766;mg/l;Fair;
KEN00017;2013-04-05;00:00;;TDS;TDS-G-105;;31.0;mg/l;Fair;
KEN00017;2013-04-05;00:00;;pH;pH-POT-insitu;;7.76;---;Fair;
KEN00017;2013-05-04;00:00;;EC;EC-CND-FLD;;61.6;µS/cm;Fair;
KEN00017;2013-05-04;00:00;;TSS;TSS-G;;14.3;mg/l;Fair;
KEN00017;2013-05-04;00:00;;TURB;NEPH;;35.0;NTU;Fair;
